pdb_id	delta_G_kJ_per_mol	total_sasa_A2	T_K	delta_S_est_kJ_per_molK	T_delta_S_kJ_per_mol	delta_H_kJ_per_mol
3ddc	-34.89	15457.96	298.15	0.045726644906018576	13.633399178729437	-21.256600821270563
2vof	-52.25	16253.63	298.15	0.046126316380376516	13.752561228809258	-38.497438771190744
2vlo	-68.78	12245.83	298.15	0.043997616940036614	13.117889490671915	-55.66211050932809
2z34	-34.54	18788.45	298.15	0.047338258274694144	14.113901704600059	-20.42609829539994
3c4m	-34.3	42388.33	298.15	0.056042528295079184	16.70907981117786	-17.59092018882214
3f5c	-34.51	32718.84	298.15	0.052880153845636615	15.766217869076556	-18.743782130923442
3dbr	-34.2	165468.8	298.15	0.08145387060270587	24.285471520196754	-9.914528479803248
3b2u	-51.37	214276.23	298.15	0.08855270856245678	26.401990057896487	-24.96800994210351
2v51	-34.25	32246.37	298.15	0.05271435493250909	15.716784923127584	-18.533215076872416
2qja	-51.13	20154.29	298.15	0.04795741184024023	14.298502340167623	-36.83149765983238
2voi	-51.13	9227.97	298.15	0.04215102958600628	12.56732947106777	-38.56267052893223
2v4z	-33.69	20395.43	298.15	0.04806451992165859	14.330436614642508	-19.35956338535749
2jjt	-33.79	21228.37	298.15	0.048429702113707646	14.439315685201933	-19.350684314798066
2jjs	-33.79	23402.11	298.15	0.04935029095388491	14.713789247900785	-19.076210752099215
2jki	-33.02	44102.59	298.15	0.056563912362451424	16.864530470864892	-16.15546952913511
3dbh	-32.99	166107.05	298.15	0.08155300961146691	24.31502981565886	-8.674970184341142
2vln	-67.21	11367.53	298.15	0.043486307129826166	12.96544247075767	-54.24455752924232
2v52	-32.66	17256.31	298.15	0.046616285986946664	13.898645667008147	-18.76135433299185
3c8k	-22.78	25493.3	298.15	0.050196356106981276	14.966043573296465	-7.813956426703536
2vwe	-56.76	49296.47	298.15	0.05808457797439726	17.31791692306654	-39.44208307693346
2p45	-39.59	12679.05	298.15	0.04424306146865904	13.191068776880693	-26.398931223119313
2p46	-39.59	23318.08	298.15	0.04931551914911944	14.70342203430996	-24.886577965690044
2p48	-39.59	12730.09	298.15	0.04427170066950677	13.199607554613442	-26.39039244538656
2p47	-39.59	12630.17	298.15	0.0442155801851349	13.182875232197969	-26.407124767802035
3e3q	-39.59	130648.57	298.15	0.07572064216521898	22.576109461560037	-17.013890538439966
3ch5	-22.38	11816.0	298.15	0.04374976363433204	13.043992027576097	-9.336007972423902
3eg5	-33.69	51414.1	298.15	0.05868145045146775	17.49587445210511	-16.19412554789489
3eab	-28.09	42525.93	298.15	0.05608476336867942	16.72167219837177	-11.36832780162823
2ver	-27.87	12124.37	298.15	0.043928026421571724	13.097141077591608	-14.772858922408393
2q5d	-44.56	84396.67	298.15	0.06674706410041487	19.90063716153869	-24.659362838461313
2p8q	-44.56	41750.29	298.15	0.055845785729979266	16.650421015393317	-27.909578984606686
2z58	-44.5	13869.17	298.15	0.04489653382502117	13.385901559930062	-31.114098440069938
2k6d	-21.5	8048.66	298.15	0.0413480641520922	12.327925326946287	-9.172074673053713
2w2m	-38.29	18477.5	298.15	0.04719418506356146	14.070946276700848	-24.21905372329915
3d5r	-44.07	29393.92	298.15	0.0516864639810182	15.410319235940575	-28.659680764059424
2voh	-51.37	9515.69	298.15	0.04233900482210782	12.623374287711446	-38.74662571228855
3d5o	-34.25	48676.2	298.15	0.057907332369827105	17.26507114606395	-16.98492885393605
3eba	-49.24	11582.87	298.15	0.04361344629401387	13.003349012560234	-36.236650987439766
3e2u	-32.18	18924.0	298.15	0.04740068964150559	14.13251561661489	-18.04748438338511
2qj9	-49.2	19940.88	298.15	0.04786208498468194	14.27008063818292	-34.929919361817085
3eoy	-48.82	61461.6	298.15	0.06135897957523491	18.294179760356286	-30.525820239643714
2oqj	-21.11	79695.6	298.15	0.06570895685958916	19.591125487686508	-1.5188745123134915
2p44	-43.94	12585.55	298.15	0.04419044749118223	13.17538191949598	-30.764618080504018
3bpo	-43.94	29998.24	298.15	0.05190825962964653	15.476447608579111	-28.463552391420887
2jy6	-26.82	7883.19	298.15	0.0412308076290176	12.292965294591598	-14.527034705408402
3bn3	-26.82	19353.4	298.15	0.04759699974427459	14.191045473755468	-12.628954526244533
2vog	-38.11	8647.25	298.15	0.041762482731124415	12.451484226284743	-25.65851577371526
2vlq	-60.74	11466.86	298.15	0.04354510095938749	12.982971851041379	-47.757028148958625
3bk3	-43.71	19975.18	298.15	0.047877440532693716	14.27465889482263	-29.435341105177372
2p43	-43.6	12438.06	298.15	0.04410705355487105	13.150518017384803	-30.449481982615197
2p42	-43.6	24572.46	298.15	0.04982824651854016	14.856291699502748	-28.743708300497254
3b9f	-26.37	28105.46	298.15	0.05120583315976998	15.267019156585418	-11.102980843414583
3eo1	-54.81	98426.2	298.15	0.0696839917347033	20.776282135701788	-34.03371786429821
3bgf	-43.29	55667.21	298.15	0.05984418469316928	17.84254366626842	-25.44745633373158
3d5s	-43.29	29572.34	298.15	0.05175218241924244	15.429913188297132	-27.860086811702867
3b2v	-48.41	39205.06	298.15	0.055045577653549935	16.41183897740591	-31.998161022594086
3bdy	-37.23	26302.35	298.15	0.050514326701113055	15.060846505936857	-22.16915349406314
3blh	-37.23	27502.85	298.15	0.05097726388259441	15.198871226595521	-22.031128773404475
3ech	-37.23	15260.61	298.15	0.0456259322921866	13.603371712915434	-23.626628287084564
3bky	-42.94	20780.43	298.15	0.04823422276928742	14.381033518663044	-28.558966481336952
3d7u	-25.82	50225.31	298.15	0.05834792690832964	17.39643440771848	-8.42356559228152
3cx8	-36.92	24553.7	298.15	0.04982067607323221	14.854034571234184	-22.065965428765818
2vsm	-42.56	23291.6	298.15	0.04930454868677328	14.700151190961453	-27.85984880903855
2efh	-42.49	37225.53	298.15	0.0544050912721096	16.220877962779475	-26.269122037220527
2rgn	-42.49	79498.71	298.15	0.06566481964064869	19.577965975859403	-22.9120340241406
3c66	-31.52	51032.73	298.15	0.05857487847743188	17.464100018046313	-14.055899981953687
3d2u	-47.93	52549.9	298.15	0.05899652392960232	17.589813609610932	-30.340186390389068
3bp8	-47.85	40401.73	298.15	0.05542494208449647	16.52494648249262	-31.32505351750738
3dvm	-47.74	8801.23	298.15	0.04186674681620873	12.482570563252631	-35.25742943674737
3c4p	-47.7	16968.4	298.15	0.04647708712121169	13.857143525189263	-33.84285647481074
3cqx	-30.52	41568.64	298.15	0.05578949863801155	16.633639018923144	-13.886360981076855
3c4o	-47.59	16904.17	298.15	0.04644587243049149	13.847836865151036	-33.742163134848965
3e2h	-30.46	17971.15	298.15	0.046956957274228175	14.00021681131113	-16.45978318868887
3cx6	-30.36	23979.48	298.15	0.04958753889594096	14.784524721824797	-15.575475278175203
2qjb	-47.43	19399.63	298.15	0.047618004427289716	14.197308019996427	-33.23269198000357
2vlr	-30.31	80016.92	298.15	0.06578087086698702	19.61256664899218	-10.69743335100782
3c09	-42.05	50322.55	298.15	0.05837535550438091	17.404612243631167	-24.64538775636883
2vyr	-41.99	61256.44	298.15	0.06130659738777116	18.27856201116397	-23.711437988836032
3ejj	-36.2	29673.92	298.15	0.051789509402462464	15.441042228344182	-20.758957771655822
3bpn	-36.03	32144.58	298.15	0.05267847613928238	15.70608766092704	-20.32391233907296
3cqc	-47.93	24490.4	298.15	0.049795110507395504	14.84641219777997	-33.08358780222003
3cqg	-47.93	22438.98	298.15	0.048947920202491876	14.593822408372953	-33.33617759162705
2ve7	-30.81	58264.14	298.15	0.060532380188907636	18.04772915332281	-12.76227084667719
2vlj	-30.16	39269.26	298.15	0.055066075879562804	16.417950523491648	-13.742049476508353
3beg	-41.67	21525.08	298.15	0.04855805162187023	14.477583091060607	-27.192416908939393
3cx7	-35.87	24326.92	298.15	0.04972893104047961	14.826680789718994	-21.043319210281005
3bpl	-35.69	27220.91	298.15	0.05086946477512061	15.16673092270221	-20.52326907729779
3chw	-41.35	21924.19	298.15	0.048729309650918796	14.528643672421438	-26.821356327578563
2efd	-46.44	38569.62	298.15	0.054841777714165305	16.351076025478385	-30.088923974521613
3c9a	-46.31	26873.65	298.15	0.050735920524539055	15.126914704391318	-31.183085295608684
2vay	-46.25	8958.75	298.15	0.04197246841716444	12.514091458577576	-33.735908541422425
3d7t	-23.71	25912.2	298.15	0.05036161093823374	15.015314301234389	-8.694685698765612
2v5q	-40.8	36523.51	298.15	0.05417387350012405	16.151940384061984	-24.648059615938013
3crk	-29.0	40813.0	298.15	0.05555402120997789	16.563431423754906	-12.436568576245094
3dbl	-28.87	165915.55	298.15	0.0815232840568223	24.306167141541568	-4.563832858458433
3dvg	-46.01	27284.19	298.15	0.05089370814384081	15.173959083086137	-30.83604091691386
2qna	-40.42	37032.88	298.15	0.05434185859789675	16.202025140962917	-24.217974859037085
3bik	-29.09	23529.81	298.15	0.04940301419883003	14.729508683381173	-14.360491316618827
3bs5	-40.15	9580.15	298.15	0.04238072695765479	12.635813742424775	-27.514186257575226
3dvn	-40.16	52039.08	298.15	0.058855247009859404	17.54769189598958	-22.612308104010417
3bh6	-40.08	20866.21	298.15	0.04827181873815521	14.392242756780975	-25.687757243219025
3bx1	-33.6	31621.52	298.15	0.05249320608539387	15.650849394360183	-17.94915060563982
3d1m	-33.6	21978.67	298.15	0.048752565691126105	14.535577460809247	-19.064422539190755
3b4v	-60.06	64409.09	298.15	0.062102109588000595	18.515743973662374	-41.54425602633763
3fju	-50.2	15306.03	298.15	0.04564916866801556	13.61029963836884	-36.58970036163116
2oul	-50.05	16583.26	298.15	0.046289019614451934	13.801071198048843	-36.24892880195115
2ody	-49.91	37454.79	298.15	0.05448012745064862	16.243249999410885	-33.66675000058911
3bg4	-42.6	12595.47	298.15	0.04419603888413948	13.177048993306183	-29.42295100669382
3ixe	-33.9	13461.55	298.15	0.04467599400381453	13.320147612237301	-20.5798523877627
3iol	-37.68	8106.28	298.15	0.04138861185570919	12.340014624779695	-25.339985375220305
2w84	-40.84	6424.27	298.15	0.04013845747636197	11.967281096577322	-28.87271890342268
3a6b	-39.76	15121.78	298.15	0.04555469318244497	13.582131772345967	-26.17786822765403
2vxq	-56.84	22991.79	298.15	0.04917990198097999	14.662987775629183	-42.17701222437082
3da7	-39.3	37175.24	298.15	0.054388600615861496	16.215961273619104	-23.084038726380893
3k2u	-55.91	28506.09	298.15	0.05135643790523129	15.311921961444709	-40.598078038555286
2w9e	-57.08	24261.27	298.15	0.04970229225242585	14.818738435060768	-42.26126156493923
3fp6	-74.2	12010.55	298.15	0.04386249616771813	13.07760323240516	-61.12239676759484
2wjv	-38.24	78919.12	298.15	0.06553457358686045	19.539133114922443	-18.70086688507756
3huj	-38.24	78290.32	298.15	0.06539272693647666	19.496841536110516	-18.743158463889486
3inb	-38.24	50871.3	298.15	0.05852964773704716	17.45061447280061	-20.789385527199393
2wel	-37.23	24338.62	298.15	0.049733674771820884	14.828095133218396	-22.4019048667816
3dxa	-37.23	115016.0	298.15	0.07289820509065618	21.73459984777914	-15.495400152220856
2w83	-36.4	30368.12	298.15	0.05204291087855685	15.516593878441723	-20.883406121558274
3g3a	-36.34	46783.97	298.15	0.057359523387661565	17.101741898031296	-19.238258101968707
3d3v	-36.17	39638.55	298.15	0.05518366137002322	16.453008637472422	-19.71699136252758
3gty	-53.24	34618.84	298.15	0.053535110792176016	15.961493282687279	-37.27850671731272
2zvk	-36.52	35845.09	298.15	0.053948307664634675	16.084687930210826	-20.435312069789177
3d39	-35.35	39307.58	298.15	0.05507830297288874	16.421596031366775	-18.928403968633226
2k79	-18.12	9825.42	298.15	0.0425382103986175	12.682767430347807	-5.437232569652194
3idc	-52.64	23349.1	298.15	0.04932836257938059	14.707251303042323	-37.932748696957674
2wp0	-34.43	26893.12	298.15	0.05074343076735379	15.129153883286532	-19.300846116713466
3knb	-34.4	9584.95	298.15	0.04238382816418251	12.636738367151015	-21.763261632848984
3gd1	-34.3	47950.0	298.15	0.05769837540362251	17.20277062659005	-17.09722937340995
3h3g	-34.27	23845.67	298.15	0.049532811369590396	14.768207709843375	-19.50179229015663
3ew3	-50.92	30605.76	298.15	0.05212898913190568	15.542258109677677	-35.377741890322326
3hcu	-33.27	27305.65	298.15	0.05090192335647607	15.17640844873334	-18.093591551266663
3hct	-33.27	14780.4	298.15	0.045378114318732315	13.52948478413004	-19.740515215869962
3kpr	-33.24	76267.78	298.15	0.0649325704751311	19.359645887160333	-13.880354112839669
2zvo	-33.08	27682.26	298.15	0.051045573406300906	15.219237711088613	-17.860762288911385
2zvn	-33.08	51497.29	298.15	0.058704644920291205	17.50278988298482	-15.577210117015177
2k8c	-15.67	10486.23	298.15	0.04295297958000398	12.806430861778185	-2.8635691382218145
2k8b	-15.67	10663.29	298.15	0.0430618773535813	12.838898732970264	-2.8311012670297355
3htu	-32.79	25407.25	298.15	0.0501622419388321	14.955872434062789	-17.83412756593721
3g6j	-49.78	175928.03	298.15	0.08305514565053987	24.76289167570846	-25.01710832429154
2wo2	-28.35	15874.81	298.15	0.04593728207694148	13.696200651240101	-14.6537993487599
3k8p	-45.66	46638.82	298.15	0.05731704815678297	17.08907790794484	-28.570922092055156
3hi1	-45.38	66291.39	298.15	0.0625678098741687	18.654592513983395	-26.725407486016607
3idb	-45.36	22245.75	298.15	0.04886616018165858	14.569445658161506	-30.790554341838494
3dco	-28.17	43015.26	298.15	0.05623440794071785	16.766288727525026	-11.403711272474975
3eiq	-39.72	49362.4	298.15	0.05810335211322663	17.323514432558518	-22.39648556744148
3ifq	-39.59	53811.59	298.15	0.059342553399457244	17.692982296048175	-21.89701770395183
2wii	-28.3	81695.61	298.15	0.06615424954275777	19.723889501173225	-8.576110498826775
3hh2	-45.15	40265.58	298.15	0.055382066109755525	16.51216301062361	-28.63783698937639
3h2u	-27.97	43653.02	298.15	0.05642817284641524	16.824059734158702	-11.145940265841297
3f1p	-22.38	11496.51	298.15	0.04356260152035737	12.988189643294549	-9.39181035670545
3gni	-45.21	31698.51	298.15	0.05252057192879435	15.659008520570033	-29.550991479429968
3fku	-56.43	186830.56	298.15	0.08467439034868153	25.245669482459395	-31.184330517540605
3ff8	-22.18	20547.42	298.15	0.04813170482883504	14.350467794717167	-7.829532205282833
3jsv	-22.16	21389.47	298.15	0.0484995005337982	14.460126084151932	-7.699873915848068
2wqz	-39.27	60579.91	298.15	0.061133238829264136	18.226875156945102	-21.0431248430549
3hpw	-27.89	10988.28	298.15	0.0432594298519959	12.897799010372577	-14.992200989627424
2w19	-39.12	41812.68	298.15	0.055865089986311664	16.656176579418823	-22.463823420581175
2wfx	-44.83	26893.1	298.15	0.05074342305406704	15.129151583570087	-29.700848416429913
2wub	-38.95	56825.55	298.15	0.06015308939395762	17.934643602808464	-21.01535639719154
3g6d	-61.78	24834.23	298.15	0.04993358171528639	14.887697388412636	-46.89230261158737
3h6g	-27.53	32654.99	298.15	0.05285781791860282	15.75955841243143	-11.770441587568572
2wuc	-38.77	28787.43	298.15	0.05146156751031946	15.343266353201745	-23.426733646798258
3hg0	-44.5	21126.09	298.15	0.04838525061020382	14.426062469432269	-30.073937530567733
3di2	-27.08	32191.81	298.15	0.05269513075529639	15.711053234691617	-11.368946765308381
3g9v	-68.49	29200.13	298.15	0.05161485785287518	15.388969868834733	-53.10103013116526
3jrm	-68.49	168343.79	298.15	0.08189894642475895	24.41817087654188	-44.071829123458116
3kv4	-34.25	20748.96	298.15	0.0482204105332454	14.376915400487114	-19.873084599512886
2vxs	-49.53	93335.25	298.15	0.06864406810883139	20.466228906648077	-29.063771093351924
3gc3	-32.41	32189.91	298.15	0.05269446099822597	15.710853546621072	-16.699146453378923
3eoa	-49.41	53826.49	298.15	0.05934661547776847	17.69419340469667	-31.715806595303327
3eob	-49.41	54149.46	298.15	0.05943452666512577	17.720404125207246	-31.68959587479275
2wo3	-32.18	16061.47	298.15	0.04603070553656326	13.724054855726335	-18.455945144273663
2k8f	-31.78	10007.3	298.15	0.04265372672377588	12.717208622693779	-19.062791377306223
3ff7	-21.11	20359.66	298.15	0.04804867197330596	14.32571154884117	-6.7842884511588295
3gxu	-38.2	15875.5	298.15	0.045937628430855075	13.69630391665944	-24.503696083340564
2wby	-43.94	77384.89	298.15	0.0651874727708598	19.435645006631848	-24.50435499336815
3doe	-43.94	16230.14	298.15	0.046114659164872215	13.74908563000665	-30.190914369993347
3g7z	-61.07	11518.36	298.15	0.043575483785117934	12.992030490532912	-48.07796950946709
3fhc	-43.75	27302.71	298.15	0.05090079807088715	15.176072944835003	-28.573927055164997
2w2x	-26.6	27538.5	298.15	0.05099085515170833	15.202923463481836	-11.397076536518165
3di3	-43.82	16745.2	298.15	0.046368359722342364	13.824726451216375	-29.995273548783626
3h8k	-43.82	10485.86	298.15	0.04295275105913798	12.806362728281988	-31.01363727171801
3h2v	-26.57	47970.82	298.15	0.05770438810008263	17.204563312039635	-9.365436687960365
3ho5	-38.0	49939.55	298.15	0.05826716823454377	17.372356209129222	-20.627643790870778
3gsn	-26.01	39181.37	298.15	0.055038009505549754	16.409582534079657	-9.600417465920344
3jvf	-37.3	23343.13	298.15	0.04932589144127639	14.706514533216554	-22.59348546678344
3he7	-37.26	41143.22	298.15	0.05565719236393569	16.594191903307426	-20.665808096692572
3etb	-60.15	64065.04	298.15	0.06201625587104151	18.490146687951025	-41.65985331204897
3gqi	-42.7	27331.29	298.15	0.050911734504818104	15.179333642611516	-27.520666357388485
3g3b	-42.63	46333.37	298.15	0.0572274479156604	17.062363596054148	-25.567636403945855
3g9w	-25.36	29169.23	298.15	0.05160341824804583	15.385559150654863	-9.974440849345136
2w8b	-42.35	80540.28	298.15	0.06589769463349979	19.64739765497796	-22.70260234502204
3jse	-65.77	170650.93	298.15	0.08225337194861207	24.523842846478686	-41.24615715352131
3gj8	-31.52	22448.02	298.15	0.0489517365958901	14.594960266064632	-16.925039733935368
3idx	-47.91	36448.51	298.15	0.05414904056065168	16.144536443158298	-31.7654635568417
3idy	-47.91	71538.04	298.15	0.06383206526359275	19.031530258340176	-28.87846974165982
2zxx	-47.7	41280.3	298.15	0.0556998988324857	16.606924836905613	-31.09307516309439
3hi6	-30.41	52542.1	298.15	0.05899437186765735	17.589171972342037	-12.820828027657964
3it8	-59.17	119863.08	298.15	0.07379279940812188	22.001323143531536	-37.168676856468466
3hae	-41.88	147699.55	298.15	0.07861268147304776	23.438370981189188	-18.441629018810815
3gj5	-24.7	21737.17	298.15	0.048649255213010514	14.504775441759083	-10.195224558240916
3f7p	-24.6	49489.7	298.15	0.05813956645010722	17.334311737099465	-7.265688262900536
3gj3	-24.6	11387.94	298.15	0.04349840879511359	12.969050582263115	-11.630949417736886
3kps	-24.6	39072.75	298.15	0.05500327978486022	16.399227867856073	-8.200772132143928
2w81	-47.93	49076.83	298.15	0.058021942830574755	17.299242254935862	-30.630757745064138
2w80	-47.93	69311.92	298.15	0.0633015122779732	18.873345885677708	-29.056654114322292
3h42	-65.06	42668.67	298.15	0.05612850397554364	16.734713460308335	-48.32528653969167
3gj7	-30.81	21677.1	298.15	0.048623469064596955	14.49708730160958	-16.31291269839042
3kls	-47.14	160556.93	298.15	0.08068442443196924	24.056061144391627	-23.083938855608373
3a67	-47.09	15040.69	298.15	0.045512931379981025	13.56968049094134	-33.520319509058666
2k2s	-41.53	7965.89	298.15	0.04128956332193588	12.310483304435182	-29.21951669556482
2wbj	-18.54	77296.22	298.15	0.06516730754550312	19.429632744691755	0.889632744691756
3ejh	-30.26	14244.27	298.15	0.04509663273713711	13.44556105057743	-16.814438949422573
3gb8	-29.61	56446.13	298.15	0.06005225582215085	17.904580073374277	-11.705419926625723
3gj6	-29.61	11401.8	298.15	0.04350662059880264	12.971498931533008	-16.638501068466994
3gj4	-29.57	21396.08	298.15	0.048502358768546236	14.460978266842059	-15.109021733157942
3gjf	-41.1	73415.96	298.15	0.06427324554225936	19.163068158424625	-21.936931841575376
3he6	-40.87	41531.36	298.15	0.05577793164705035	16.630190320568058	-24.23980967943194
3a6c	-46.5	15079.72	298.15	0.04553304606315194	13.57567768372875	-32.92432231627125
2wg3	-40.71	51889.05	298.15	0.058813621778596316	17.53528133328849	-23.17471866671151
2wg4	-40.7	27080.42	298.15	0.050815540348499236	15.150653354905046	-25.549346645094957
2wwx	-40.54	17353.15	298.15	0.04666284489515521	13.912527205490525	-26.627472794509472
3jtl	-63.67	170103.84	298.15	0.08216954513890264	24.498849883163818	-39.17115011683619
3dmm	-29.03	30575.49	298.15	0.052118043313096205	15.538994613799632	-13.491005386200369
2kde	-28.83	31476.91	298.15	0.052441714729494264	15.635497246598714	-13.194502753401284
3ffc	-28.83	73878.82	298.15	0.06438111574687476	19.195229659930707	-9.634770340069291
2wss	-40.51	282633.62	298.15	0.09724684319728324	28.994146299269996	-11.515853700730002
2wx0	-29.09	18565.85	298.15	0.04723524296318447	14.08318768947345	-15.00681231052655
3ia3	-40.13	23487.49	298.15	0.04938555751068305	14.72430397181015	-25.40569602818985
3bzd	-22.93	16362.83	298.15	0.046180398017354206	13.768685668874156	-9.161314331125844
2kgx	-28.8	13585.45	298.15	0.044743378174624704	13.340238202764354	-15.459761797235647
3gmw	-58.8	32261.48	298.15	0.05271967605402859	15.718371415508622	-43.081628584491376
2vxt	-55.36	26318.43	298.15	0.05052059648255869	15.062715841274871	-40.29728415872513
3fxd	-43.94	10301.94	298.15	0.042838654135071944	12.7723447303717	-31.1676552696283
3fsh	-47.38	19200.25	298.15	0.04752723594866001	14.170245398092982	-33.20975460190702
3h8d	-40.51	32182.95	298.15	0.05269200740348901	15.710122007350249	-24.799877992649748
3e1z	-59.61	14167.75	298.15	0.04505602869285257	13.433454954773993	-46.17654504522601
3h6s	-57.63	62350.13	298.15	0.0615848394012064	18.361519867469685	-39.268480132530314
3fii	-49.78	18742.96	298.15	0.047317256133695085	14.107639916261189	-35.67236008373881
3fie	-51.37	36515.74	298.15	0.054171301992238644	16.15117368898595	-35.21882631101405
3k9m	-49.65	29216.34	298.15	0.051620856597276624	15.390758394478024	-34.25924160552198
3e2l	-58.0	32602.63	298.15	0.05283948510803166	15.754092484959639	-42.24590751504036
3e2k	-58.0	32439.36	298.15	0.05278222464993268	15.737020279377427	-42.262979720622575
3g7a	-45.92	5654.65	298.15	0.039511803193927005	11.780444122269335	-34.139555877730665
3f50	-45.92	5296.1	298.15	0.0392053028195709	11.689061035655063	-34.230938964344936
3n00	-39.72	10148.25	298.15	0.04274252722186615	12.743684491199392	-26.976315508800607
3ixt	-59.68	39326.3	298.15	0.05508427395800006	16.423376280577717	-43.25662371942228
3mc0	-39.4	30088.02	298.15	0.05194101911944839	15.486214850463535	-23.913785149536466
3fpu	-56.62	9769.36	298.15	0.04250239017148321	12.672087629627718	-43.94791237037228
3iu3	-56.24	77631.99	298.15	0.06524360707986628	19.452381450862127	-36.787618549137875
3laq	-55.76	37858.5	298.15	0.05461170453259993	16.282479706394668	-39.47752029360533
2wpt	-39.95	10225.09	298.15	0.04279067785537576	12.758040602580282	-27.191959397419723
3lk2	-39.95	24983.85	298.15	0.04999353895637288	14.905573639842574	-25.04442636015743
3nfp	-54.61	57152.41	298.15	0.06023968518354647	17.96046213747438	-36.64953786252562
3ogo	-54.19	61052.64	298.15	0.0612544755195156	18.263021876143576	-35.92697812385642
3l9j	-54.04	13929.51	298.15	0.04492890350963526	13.395552581397752	-40.64444741860225
3mca	-36.58	36605.11	298.15	0.05420086279453689	16.15998724219117	-20.420012757808827
3kuc	-36.27	12397.04	298.15	0.04408377222195815	13.14357668797682	-23.126423312023185
3o6q	-53.29	17674.0	298.15	0.0468161826821666	13.95824486668797	-39.33175513331203
3lev	-52.64	30077.13	298.15	0.051937048115003985	15.485030895488437	-37.154969104511565
2wp3	-34.82	10020.17	298.15	0.042661860842703965	12.719633810252185	-22.100366189747817
3n85	-51.95	49459.42	298.15	0.058130956613666726	17.33174471436473	-34.61825528563527
3mxw	-52.25	25553.08	298.15	0.05022002176062132	14.973099487929245	-37.27690051207075
2wwk	-33.63	10808.08	298.15	0.043150257792149926	12.8652493607295	-20.764750639270503
3oky	-33.6	49654.01	298.15	0.058186240614881576	17.34822763932694	-16.251772360673062
3ma2	-33.19	26454.36	298.15	0.05057352084598064	15.078495240229127	-18.11150475977087
3lk4	-50.36	275017.97	298.15	0.09633466303524876	28.722179783959415	-21.637820216040584
3lqa	-33.08	43115.29	298.15	0.05626489367958683	16.77537805056881	-16.304621949431187
3kud	-32.93	12067.67	298.15	0.04389542082846	13.087419720005348	-19.84258027999465
3m0a	-32.93	14274.68	298.15	0.045112738997283054	13.450363132039941	-19.47963686796006
3osl	-49.91	30303.81	298.15	0.05201955857868182	15.509631390233983	-34.40036860976601
3k75	-39.72	38150.11	298.15	0.05470631012514819	16.31068636381293	-23.40931363618707
3kz1	-39.72	54006.96	298.15	0.059395771124432166	17.70884916074945	-22.01115083925055
2xb6	-39.61	56814.63	298.15	0.0601501920391894	17.933779756484316	-21.676220243515683
3pl6	-27.65	37775.56	298.15	0.05458473022019969	16.274437315152536	-11.375562684847463
3k3q	-56.12	25166.71	298.15	0.05006657320022529	14.92734879964717	-41.19265120035283
3h3p	-44.83	22153.73	298.15	0.048827099617306954	14.557799750900067	-30.27220024909993
3k6g	-44.42	21119.52	298.15	0.048382391574547635	14.425210047951376	-29.994789952048627
3oak	-38.65	19500.69	298.15	0.047663834238352666	14.210972178164846	-24.439027821835154
2x1w	-44.5	59039.33	298.15	0.0607348219451488	18.108087162946113	-26.391912837053887
2x1x	-44.5	18119.1	298.15	0.047026614460896204	14.020985101516203	-30.479014898483797
3m63	-38.57	50520.86	298.15	0.058431211018878534	17.421265565278635	-21.148734434721366
3l5n	-38.5	76367.3	298.15	0.06495535438241186	19.366438909116095	-19.133561090883905
3m18	-55.62	16221.54	298.15	0.04611038919455393	13.747812538356253	-41.87218746164375
2wh6	-44.2	8867.03	298.15	0.04191102346568086	12.495771646292747	-31.704228353707258
3mv7	-32.29	39035.21	298.15	0.054991265674231064	16.39564586077199	-15.89435413922801
3o4o	-32.12	41738.07	298.15	0.05584200301834205	16.64929319991868	-15.470706800081317
3onw	-49.3	33695.92	298.15	0.05321927475180911	15.867326767251885	-33.432673232748115
3mjh	-32.08	18967.29	298.15	0.04742058093175999	14.138446204804241	-17.94155379519576
3l95	-49.1	56241.01	298.15	0.05999760257087222	17.88828520650555	-31.21171479349445
3mhp	-31.74	27789.68	298.15	0.05108636715984999	15.231400368709274	-16.508599631290725
3a4s	-31.69	24537.18	298.15	0.04981400716664855	14.852046236736264	-16.837953763263737
3ohm	-38.24	47660.28	298.15	0.05761457006726703	17.177784065555663	-21.06221593444434
3hug	-43.94	59615.26	298.15	0.06088436756678045	18.15267419003559	-25.787325809964408
3nh7	-43.94	91095.68	298.15	0.06817762276517489	20.327158227436893	-23.612841772563105
3ncc	-3.85	20499.18	298.15	0.048110408057247075	14.344118162268215	10.494118162268215
3kyi	-20.9	11766.59	298.15	0.04372098538735465	13.035411793239788	-7.86458820676021
3aaa	-43.82	29569.36	298.15	0.051751086409648595	15.429586413036727	-28.390413586963273
2xdf	-26.7	66954.45	298.15	0.06273027955884275	18.703032850468965	-7.996967149531034
3o6b	-37.92	70445.26	298.15	0.06357266983723517	18.954191511971665	-18.965808488028337
2wd5	-43.71	19343.95	298.15	0.04759270303279175	14.189764409226859	-29.52023559077314
3mzw	-60.83	30571.16	298.15	0.05211647711549016	15.53852765198339	-45.29147234801661
3ouw	-43.6	23253.76	298.15	0.04928886103428608	14.695473917372393	-28.90452608262761
3aa6	-37.59	23744.38	298.15	0.04949128215382456	14.755825774162792	-22.83417422583721
3l5x	-54.62	24732.7	298.15	0.04989279266468134	14.87553613297474	-39.74446386702526
3kxf	-26.08	154735.4	298.15	0.07975707386894852	23.779571574027	-2.3004284259729992
